Property_ID,City,State,Locality,Property_Type,BHK,Area_sqft,Property_Price_INR,Monthly_Rent_INR,Rental_Yield_pct,Price_per_sqft,Demand_Score,Supply_Score,Interest_Rate_pct,Inflation_pct,GDP_Growth_pct,Latitude,Longitude,Listing_Status,Year
P0182,Delhi,Delhi,Dwarka,Plot,0,3691,78315638,195789,3,21218,63,46,8.18,4.43,7.04,28.620715,77.172265,Sold,2022
P0183,Delhi,Delhi,Dwarka,Commercial,1,2197,16079843,40199,3,7319,94,52,7.94,4.81,6.06,28.676511,77.139893,Sold,2024
P0184,Pune,Maharashtra,Hinjewadi,Commercial,1,1527,21309285,53273,3,13955,58,81,6.71,5.41,8.23,18.564399,73.917941,Available,2024
P0185,Pune,Maharashtra,Hinjewadi,Commercial,3,2289,12193503,30483,3,5327,92,89,6.62,6.96,6.56,18.541012,73.805765,Available,2024
P0186,Delhi,Delhi,Saket,Villa,1,2257,13113170,32782,3,5810,88,50,7.08,6.65,5.97,28.652032,77.217375,Rented,2023
P0187,Delhi,Delhi,Dwarka,Plot,0,4135,89167140,222917,3,21564,66,85,7.68,6.01,8.31,28.5518,77.251193,Rented,2024
P0188,Mumbai,Maharashtra,Powai,Apartment,2,3389,27596627,68991,3,8143,52,70,6.53,7.2,7.75,19.009782,72.908848,Sold,2023
P0189,Bengaluru,Karnataka,Electronic City,Apartment,3,2336,44386336,110965,3,19001,71,94,7.85,6.9,7.38,12.964045,77.523288,Rented,2023
P0190,Hyderabad,Telangana,Kondapur,Villa,4,1375,8155125,20387,3,5931,94,63,6.44,4.57,7.84,17.342761,78.448344,Available,2023
P0191,Bengaluru,Karnataka,HSR Layout,Plot,0,1579,17525321,43813,3,11099,90,69,6.34,6.4,6.96,12.968844,77.627499,Available,2025
P0192,Pune,Maharashtra,Wakad,Commercial,3,1146,10484754,26211,3,9149,87,60,6.83,6.85,7.14,18.562083,73.803774,Rented,2023
P0193,Delhi,Delhi,Rohini,Plot,0,4604,51841040,129602,3,11260,57,67,6.03,5.7,5.63,28.67723,77.177625,Available,2024
P0194,Hyderabad,Telangana,Gachibowli,Villa,3,2423,48113511,120283,3,19857,86,76,6.72,5.95,5.64,17.379962,78.563472,Sold,2022
P0195,Bengaluru,Karnataka,Electronic City,Commercial,1,3242,66522598,166306,3,20519,77,92,6.47,5.9,5.52,13.038729,77.617721,Rented,2024
P0196,Pune,Maharashtra,Hinjewadi,Villa,1,703,12268756,30671,3,17452,59,67,6.92,7.37,7.08,18.583696,73.885833,Available,2024
P0197,Delhi,Delhi,Rohini,Plot,0,1955,31618215,79045,3,16173,70,59,6.92,5.93,6.61,28.666923,77.167301,Available,2022
P0198,Delhi,Delhi,Saket,Plot,0,4907,30207492,75518,3,6156,63,93,7.06,6.56,8.49,28.63032,77.229239,Available,2023
P0199,Pune,Maharashtra,Hinjewadi,Plot,0,3808,67218816,168047,3,17652,55,35,8.13,5.68,6.15,18.499998,73.781823,Rented,2025
P0200,Pune,Maharashtra,Kharadi,Apartment,1,2707,49543514,123858,3,18302,71,38,7.1,6.33,7.98,18.58504,73.803014,Sold,2022
P0201,Hyderabad,Telangana,Kondapur,Commercial,5,1400,27806800,69517,3,19862,55,71,7.29,5.5,7.1,17.405116,78.431398,Sold,2022
P0202,Mumbai,Maharashtra,Powai,Commercial,5,3296,46911968,117279,3,14233,86,83,8.38,5.68,7.44,19.04389,72.852645,Rented,2022
P0203,Pune,Maharashtra,Hinjewadi,Plot,0,4031,29394052,73485,3,7292,59,77,7.39,7.3,6.58,18.478838,73.847319,Sold,2022
P0204,Pune,Maharashtra,Hinjewadi,Villa,5,1059,12443250,31108,3,11750,66,42,6.47,6.35,7.63,18.476718,73.850005,Rented,2022
P0205,Delhi,Delhi,Saket,Apartment,4,3383,23366381,58415,3,6907,78,47,8.16,5.93,7.64,28.655004,77.147338,Rented,2022
P0206,Hyderabad,Telangana,Kondapur,Plot,0,3429,34670619,86676,3,10111,62,90,7.94,4.48,7.83,17.314209,78.444604,Sold,2022
P0207,Mumbai,Maharashtra,Powai,Villa,4,1828,15444772,38611,3,8449,95,47,7.06,7.11,7.36,19.13554,72.887773,Rented,2024
P0208,Pune,Maharashtra,Kharadi,Commercial,1,1647,14034087,35085,3,8521,65,77,7.28,5.84,6.57,18.518638,73.907347,Sold,2022
P0209,Bengaluru,Karnataka,Electronic City,Commercial,5,1062,5966316,14915,3,5618,93,61,6.64,4.68,6.84,13.025706,77.60762,Available,2022
P0210,Hyderabad,Telangana,Gachibowli,Apartment,3,1358,12796434,31991,3,9423,85,67,8.18,6.34,8.01,17.39913,78.446742,Rented,2024
P0211,Hyderabad,Telangana,Gachibowli,Apartment,3,1218,24923934,62309,3,20463,82,91,8.18,6.8,5.61,17.334166,78.537628,Rented,2025
P0212,Hyderabad,Telangana,Gachibowli,Plot,0,2811,33760110,84400,3,12010,89,39,6.9,5.85,6.43,17.325947,78.506639,Available,2023
P0213,Bengaluru,Karnataka,Electronic City,Plot,0,2557,59854256,149635,3,23408,79,79,8.34,5.1,6.51,12.96895,77.550859,Available,2025
P0214,Delhi,Delhi,Dwarka,Villa,2,1716,29338452,73346,3,17097,67,38,7.25,4.92,7.21,28.618404,77.282114,Rented,2022
P0215,Delhi,Delhi,Dwarka,Villa,4,3193,74189355,185473,3,23235,90,42,6.91,4.99,7.89,28.67355,77.279183,Rented,2022
P0216,Bengaluru,Karnataka,HSR Layout,Commercial,5,3201,40121334,100303,3,12534,72,81,6.84,6.46,7.52,13.032986,77.63981,Rented,2024
P0217,Pune,Maharashtra,Hinjewadi,Commercial,2,1155,12969495,32423,3,11229,50,88,7.01,5.39,7.82,18.589117,73.870587,Available,2024
P0218,Bengaluru,Karnataka,HSR Layout,Commercial,1,1379,32565085,81412,3,23615,55,52,6.76,5.24,6.9,13.046889,77.625045,Rented,2022
P0219,Hyderabad,Telangana,Madhapur,Villa,3,1654,37061178,92652,3,22407,51,51,7.57,4.83,5.56,17.312631,78.478367,Rented,2024
P0220,Delhi,Delhi,Saket,Apartment,2,1590,10113990,25284,3,6361,58,36,6.2,6.83,8.13,28.588486,77.150866,Available,2024
P0221,Delhi,Delhi,Saket,Apartment,3,712,8155248,20388,3,11454,70,71,8.17,4.09,6.96,28.631466,77.257061,Available,2022
P0222,Hyderabad,Telangana,Gachibowli,Apartment,5,1970,40777030,101942,3,20699,88,81,6.64,5.62,5.54,17.453046,78.496962,Sold,2022
P0223,Hyderabad,Telangana,Kondapur,Commercial,2,982,5017038,12542,3,5109,59,56,6.36,6.69,5.77,17.435243,78.474417,Rented,2023
P0224,Delhi,Delhi,Saket,Commercial,2,3134,40579032,101447,3,12948,95,91,7.91,6.72,6.43,28.657517,77.285382,Sold,2024
P0225,Bengaluru,Karnataka,Electronic City,Commercial,2,1635,7841460,19603,3,4796,85,90,6.25,6.83,8.43,12.915695,77.615225,Sold,2022
P0226,Mumbai,Maharashtra,Powai,Villa,1,846,18866646,47166,3,22301,82,56,7.39,4.64,8.32,19.054497,72.82159,Available,2023
P0227,Delhi,Delhi,Dwarka,Commercial,2,2408,50204392,125510,3,20849,63,74,8.25,5.36,6.14,28.660271,77.133236,Rented,2022
P0228,Mumbai,Maharashtra,Powai,Plot,0,3961,63340351,158350,3,15991,53,59,7.41,5.43,8.26,19.147192,72.89804,Available,2022
P0229,Bengaluru,Karnataka,Whitefield,Commercial,4,1590,19208790,48021,3,12081,72,56,6.82,5.49,6.34,13.032307,77.594376,Rented,2023
P0230,Hyderabad,Telangana,Madhapur,Villa,3,1757,12996529,32491,3,7397,71,30,7.21,7.12,5.98,17.414244,78.502315,Sold,2023
P0231,Delhi,Delhi,Dwarka,Villa,3,789,14901843,37254,3,18887,61,85,8.16,7.48,6.39,28.537808,77.146849,Available,2023
P0232,Bengaluru,Karnataka,Whitefield,Commercial,1,1291,25458520,63646,3,19720,93,80,6.23,5.19,8.26,13.006217,77.655712,Available,2023
P0233,Pune,Maharashtra,Wakad,Apartment,1,1152,24238080,60595,3,21040,88,59,7.44,6.44,7.69,18.448131,73.919741,Available,2022
P0234,Mumbai,Maharashtra,Bandra,Villa,5,2355,10795320,26988,3,4584,61,58,7.71,4.52,7.71,19.076117,72.815678,Sold,2025
P0235,Mumbai,Maharashtra,Bandra,Villa,2,896,12045824,30114,3,13444,95,52,6.04,4.94,8.4,19.027431,72.805357,Rented,2024
P0236,Bengaluru,Karnataka,Whitefield,Commercial,1,3275,63430200,158575,3,19368,84,66,7.37,6.42,8.45,13.031452,77.629442,Sold,2025
P0237,Bengaluru,Karnataka,Electronic City,Plot,0,2768,26171440,65428,3,9455,74,79,8.2,6.81,8.19,12.993197,77.552855,Rented,2024
P0238,Delhi,Delhi,Saket,Plot,0,2186,24048186,60120,3,11001,92,44,6.22,6.17,5.6,28.648526,77.193931,Rented,2024
P0239,Hyderabad,Telangana,Kondapur,Commercial,4,2966,13435980,33589,3,4530,80,90,7.28,6.07,8.48,17.34251,78.507422,Rented,2025
P0240,Bengaluru,Karnataka,Electronic City,Apartment,4,2755,36445895,91114,3,13229,89,71,6.18,6.79,7.49,13.039432,77.637062,Sold,2025
P0241,Bengaluru,Karnataka,Electronic City,Plot,0,3537,41556213,103890,3,11749,59,38,8.32,5.85,7.07,12.975996,77.644736,Available,2023
P0242,Pune,Maharashtra,Wakad,Plot,0,1927,11402059,28505,3,5917,70,78,6.9,7.02,6.78,18.506004,73.889119,Sold,2022
P0243,Bengaluru,Karnataka,HSR Layout,Commercial,4,3312,24452496,61131,3,7383,67,80,6.73,5.56,5.84,12.993142,77.631509,Available,2023
P0244,Mumbai,Maharashtra,Powai,Villa,3,2602,56104324,140260,3,21562,92,60,7.56,5.83,7.9,19.036459,72.886692,Available,2024
P0245,Mumbai,Maharashtra,Powai,Villa,3,2830,38196510,95491,3,13497,70,62,6.6,6.92,5.77,19.097783,72.935123,Available,2023
P0246,Hyderabad,Telangana,Madhapur,Commercial,1,2412,40548132,101370,3,16811,73,35,7.78,5.03,6.72,17.40871,78.536432,Sold,2023
P0247,Hyderabad,Telangana,Kondapur,Villa,5,1384,32540608,81351,3,23512,73,38,7.66,5.15,5.71,17.425966,78.467404,Rented,2025
P0248,Hyderabad,Telangana,Kondapur,Apartment,1,3028,69534992,173837,3,22964,79,89,7.75,5.53,8.48,17.333197,78.417115,Sold,2025
P0249,Pune,Maharashtra,Wakad,Apartment,2,1420,25080040,62700,3,17662,84,35,8.31,5.03,6.49,18.502398,73.850283,Available,2023
P0250,Mumbai,Maharashtra,Powai,Apartment,1,2635,19475285,48688,3,7391,98,57,7.41,4.19,7.54,19.10977,72.874947,Available,2025
P0251,Delhi,Delhi,Dwarka,Plot,0,4545,27910845,69777,3,6141,90,48,6.8,4.67,8.45,28.563683,77.215222,Rented,2024
P0252,Mumbai,Maharashtra,Bandra,Plot,0,2244,32066760,80166,3,14290,85,80,7.28,5.47,5.65,19.044718,72.936384,Sold,2024
P0253,Bengaluru,Karnataka,Whitefield,Villa,1,1449,32009859,80024,3,22091,91,77,8.33,6.3,7.63,12.914205,77.663474,Sold,2023
P0254,Hyderabad,Telangana,Kondapur,Apartment,3,634,13927078,34817,3,21967,54,82,8.38,6.88,5.61,17.340151,78.476957,Available,2023
P0255,Delhi,Delhi,Saket,Plot,0,2862,54598374,136495,3,19077,63,56,6.14,5.52,7.42,28.541734,77.267021,Available,2025
P0256,Pune,Maharashtra,Hinjewadi,Villa,4,1504,21301152,53252,3,14163,63,50,6.36,7.21,6.12,18.456538,73.791938,Available,2022
P0257,Hyderabad,Telangana,Gachibowli,Commercial,4,3409,62766508,156916,3,18412,59,37,8.31,4.47,5.98,17.37641,78.528007,Rented,2024
P0258,Delhi,Delhi,Saket,Villa,3,1656,25053624,62634,3,15129,85,57,6.38,6.8,8.44,28.59654,77.134271,Sold,2023
P0259,Bengaluru,Karnataka,Whitefield,Apartment,2,2502,23466258,58665,3,9379,96,53,7.07,6.38,5.84,13.024159,77.53414,Available,2022
P0260,Bengaluru,Karnataka,HSR Layout,Commercial,1,2633,19871251,49678,3,7547,62,92,6.7,5.06,7.25,13.012599,77.546812,Sold,2024
P0261,Pune,Maharashtra,Wakad,Commercial,1,2976,71784096,179460,3,24121,56,30,6.86,7.31,7.47,18.448409,73.830002,Sold,2025
P0262,Pune,Maharashtra,Kharadi,Commercial,2,1049,14971328,37428,3,14272,54,88,6.24,5.93,7.86,18.535695,73.850523,Available,2022
P0263,Delhi,Delhi,Saket,Apartment,4,3249,28669176,71672,3,8824,76,75,6.19,6.55,7.7,28.59141,77.235039,Available,2024
P0264,Mumbai,Maharashtra,Powai,Plot,0,2442,22913286,57283,3,9383,66,42,6.27,4.84,5.96,19.039275,72.884267,Sold,2025
P0265,Pune,Maharashtra,Hinjewadi,Apartment,5,1649,27244778,68111,3,16522,62,66,7.01,4.71,5.88,18.478782,73.916144,Rented,2023
P0266,Mumbai,Maharashtra,Andheri,Apartment,1,2600,60296600,150741,3,23191,63,59,6.22,4.6,8.02,19.155705,72.86554,Rented,2022
P0267,Bengaluru,Karnataka,Electronic City,Apartment,1,3319,77850464,194626,3,23456,63,59,6.61,6.71,7.04,13.022663,77.646019,Available,2024
P0268,Mumbai,Maharashtra,Andheri,Villa,5,3433,35098992,87747,3,10224,69,73,6.21,6.66,7.28,19.025249,72.848497,Sold,2025
P0269,Mumbai,Maharashtra,Andheri,Villa,2,2694,26875344,67188,3,9976,59,74,7.93,4.71,8.27,19.105766,72.911076,Available,2022
P0270,Hyderabad,Telangana,Gachibowli,Plot,0,3352,51329176,128322,3,15313,54,38,6.5,6.19,8.04,17.430859,78.421482,Rented,2024
P0271,Delhi,Delhi,Dwarka,Plot,0,3955,82105800,205264,3,20760,58,63,8.07,7.28,8.21,28.653094,77.262193,Rented,2023
P0272,Hyderabad,Telangana,Madhapur,Commercial,5,2777,23035215,57588,3,8295,54,62,7.88,6.97,6.22,17.39902,78.496557,Sold,2022
P0273,Hyderabad,Telangana,Kondapur,Plot,0,4450,69985150,174962,3,15727,74,81,8.37,4.8,7.52,17.431688,78.512825,Sold,2024
P0274,Mumbai,Maharashtra,Bandra,Plot,0,3673,18493555,46233,3,5035,57,90,7.05,6.12,6.87,19.049667,72.831885,Sold,2025
P0275,Hyderabad,Telangana,Kondapur,Apartment,3,1975,14579450,36448,3,7382,67,53,7.75,5.55,7.48,17.434141,78.426014,Rented,2022
P0276,Hyderabad,Telangana,Gachibowli,Plot,0,2311,35589400,88973,3,15400,59,76,6.42,5.23,7.95,17.446114,78.56038,Sold,2025
P0277,Bengaluru,Karnataka,Electronic City,Villa,2,2201,47926775,119816,3,21775,50,30,8.13,4.36,6.24,12.982042,77.619744,Rented,2024
P0278,Mumbai,Maharashtra,Powai,Plot,0,1753,22440153,56100,3,12801,92,83,6.19,6.18,6.83,19.149255,72.855591,Rented,2025
P0279,Delhi,Delhi,Saket,Apartment,4,2620,43015160,107537,3,16418,94,32,6.14,6.92,7.55,28.623086,77.200637,Rented,2023
P0280,Delhi,Delhi,Saket,Plot,0,1343,20354508,50886,3,15156,80,47,6.02,7.28,6.31,28.563926,77.27588,Rented,2022
P0281,Hyderabad,Telangana,Gachibowli,Commercial,2,1792,40024320,100060,3,22335,51,83,7.37,5.43,5.75,17.457003,78.50901,Sold,2024
P0282,Bengaluru,Karnataka,HSR Layout,Villa,5,2630,15998290,39995,3,6083,100,74,8.23,4.7,7.92,12.901463,77.56388,Rented,2023
P0283,Bengaluru,Karnataka,Whitefield,Commercial,4,2075,22061400,55153,3,10632,67,69,8.23,5.66,7.36,13.040088,77.579092,Rented,2024
P0284,Bengaluru,Karnataka,HSR Layout,Commercial,4,2535,33573540,83933,3,13244,57,56,8.31,6.18,7.0,12.956921,77.540176,Sold,2022
P0285,Pune,Maharashtra,Kharadi,Plot,0,3908,89133664,222834,3,22808,92,82,7.88,4.96,6.59,18.587198,73.861395,Sold,2022
P0286,Bengaluru,Karnataka,HSR Layout,Apartment,1,2779,64089298,160223,3,23062,69,75,7.51,5.26,8.44,13.033342,77.654696,Available,2025
P0287,Mumbai,Maharashtra,Bandra,Villa,2,3196,26721756,66804,3,8361,99,81,6.99,7.29,7.73,19.050679,72.860511,Sold,2024
P0288,Pune,Maharashtra,Wakad,Villa,5,2734,49359636,123399,3,18054,92,66,6.33,5.19,5.7,18.506513,73.857042,Rented,2023
P0289,Delhi,Delhi,Rohini,Plot,0,2076,48368724,120921,3,23299,96,65,7.96,6.38,8.06,28.555093,77.164549,Available,2022
P0290,Bengaluru,Karnataka,Whitefield,Plot,0,4799,66802080,167005,3,13920,58,79,7.53,4.96,5.7,12.988136,77.646479,Sold,2023
P0291,Pune,Maharashtra,Kharadi,Apartment,3,3368,77948992,194872,3,23144,55,76,6.06,5.81,5.87,18.593026,73.811643,Sold,2023
P0292,Hyderabad,Telangana,Madhapur,Apartment,4,3017,68434611,171086,3,22683,88,34,6.1,6.9,5.83,17.340915,78.507412,Sold,2024
P0293,Delhi,Delhi,Saket,Villa,2,2879,32668013,81670,3,11347,68,33,6.56,4.61,7.93,28.576789,77.188905,Rented,2024
P0294,Mumbai,Maharashtra,Powai,Apartment,4,2198,46773440,116933,3,21280,87,82,6.57,7.04,8.49,19.124667,72.951514,Sold,2024
P0295,Mumbai,Maharashtra,Powai,Plot,0,3557,31593274,78983,3,8882,77,88,8.42,7.08,7.35,19.026518,72.89621,Available,2025
P0296,Pune,Maharashtra,Kharadi,Villa,1,2714,13681274,34203,3,5041,78,55,7.98,6.6,7.82,18.472588,73.897587,Sold,2022
P0297,Delhi,Delhi,Saket,Apartment,1,2049,23026662,57566,3,11238,76,31,8.09,6.25,7.74,28.619938,77.218241,Rented,2023
P0298,Delhi,Delhi,Saket,Commercial,3,1852,14721548,36803,3,7949,52,52,7.73,5.47,5.59,28.648008,77.252635,Sold,2022
P0299,Pune,Maharashtra,Kharadi,Plot,0,3190,23003090,57507,3,7211,71,70,7.19,6.88,5.88,18.457819,73.866847,Rented,2025
P0300,Pune,Maharashtra,Kharadi,Commercial,1,1390,18930410,47326,3,13619,83,85,7.94,6.54,5.98,18.58382,73.846569,Available,2022
P0301,Mumbai,Maharashtra,Andheri,Plot,0,1313,6299774,15749,3,4798,100,41,7.16,4.15,8.17,19.081469,72.809057,Sold,2024
P0302,Delhi,Delhi,Saket,Plot,0,3184,35791344,89478,3,11241,50,61,6.51,5.24,8.14,28.549589,77.269416,Available,2025
P0303,Hyderabad,Telangana,Kondapur,Plot,0,4319,28993447,72483,3,6713,86,36,8.15,4.59,7.46,17.442902,78.565088,Rented,2025
P0304,Hyderabad,Telangana,Kondapur,Villa,1,2639,63679070,159197,3,24130,74,38,7.75,6.8,8.17,17.305784,78.497273,Rented,2023
P0305,Mumbai,Maharashtra,Andheri,Apartment,2,603,3465441,8663,3,5747,79,36,7.0,7.29,8.38,19.120054,72.804776,Rented,2025
P0306,Bengaluru,Karnataka,Whitefield,Villa,4,674,13608060,34020,3,20190,98,43,7.9,7.09,5.79,12.91452,77.599256,Rented,2024
P0307,Mumbai,Maharashtra,Powai,Plot,0,4953,22655022,56637,3,4574,54,33,7.39,6.87,7.01,19.095175,72.89283,Rented,2022
P0308,Mumbai,Maharashtra,Powai,Commercial,4,2225,10568750,26421,3,4750,85,56,6.06,6.9,7.93,19.069278,72.817245,Rented,2023
P0309,Hyderabad,Telangana,Gachibowli,Apartment,5,2728,43787128,109467,3,16051,93,42,6.22,4.84,8.14,17.462386,78.421065,Sold,2024
P0310,Bengaluru,Karnataka,HSR Layout,Villa,4,3083,72086706,180216,3,23382,71,54,6.02,4.26,5.84,13.002394,77.610402,Rented,2025
P0311,Hyderabad,Telangana,Madhapur,Villa,1,688,4423840,11059,3,6430,95,33,7.68,4.47,8.23,17.43318,78.41547,Rented,2024
P0312,Hyderabad,Telangana,Madhapur,Villa,3,1830,29131770,72829,3,15919,51,71,6.96,4.57,5.99,17.456469,78.511643,Sold,2024
P0313,Bengaluru,Karnataka,Whitefield,Apartment,4,2802,14528370,36320,3,5185,71,59,7.36,5.25,7.95,12.891877,77.637961,Available,2024
P0314,Mumbai,Maharashtra,Powai,Villa,1,744,10994832,27487,3,14778,77,73,6.92,5.88,8.4,19.021778,72.882647,Rented,2023
P0315,Hyderabad,Telangana,Kondapur,Apartment,2,1493,20778081,51945,3,13917,98,31,7.79,5.51,5.85,17.456626,78.504396,Rented,2023
P0316,Bengaluru,Karnataka,HSR Layout,Villa,3,1653,8936118,22340,3,5406,55,56,7.6,6.16,7.47,13.01008,77.537323,Available,2022
P0317,Hyderabad,Telangana,Madhapur,Apartment,1,874,19274322,48185,3,22053,50,39,6.9,4.5,5.84,17.383991,78.561827,Rented,2024
P0318,Hyderabad,Telangana,Gachibowli,Apartment,3,1841,32099676,80249,3,17436,76,52,7.11,6.55,5.78,17.454169,78.461475,Available,2022
P0319,Hyderabad,Telangana,Gachibowli,Apartment,2,2036,31547820,78869,3,15495,67,31,8.11,4.25,5.77,17.43019,78.512565,Sold,2024
P0320,Pune,Maharashtra,Hinjewadi,Villa,4,997,6355875,15889,3,6375,74,62,7.63,5.99,6.17,18.450768,73.779071,Available,2024
P0321,Bengaluru,Karnataka,Electronic City,Villa,2,2112,26917440,67293,3,12745,73,76,6.42,6.32,8.12,13.037078,77.541132,Sold,2022
P0322,Pune,Maharashtra,Wakad,Villa,2,2173,35791483,89478,3,16471,65,90,6.66,4.03,5.8,18.500786,73.835796,Sold,2022
P0323,Hyderabad,Telangana,Madhapur,Plot,0,1674,13559400,33898,3,8100,79,92,6.23,4.41,6.94,17.332811,78.443619,Sold,2022
P0324,Mumbai,Maharashtra,Andheri,Apartment,3,2079,39596634,98991,3,19046,80,60,8.34,5.94,5.71,19.031585,72.916776,Rented,2025
P0325,Mumbai,Maharashtra,Andheri,Plot,0,3349,21212566,53031,3,6334,65,51,7.28,5.11,5.8,19.072376,72.872657,Sold,2023
P0326,Mumbai,Maharashtra,Bandra,Commercial,1,1441,19734495,49336,3,13695,92,76,6.17,6.46,6.92,19.037171,72.879226,Rented,2022
P0327,Hyderabad,Telangana,Kondapur,Apartment,5,3255,39613350,99033,3,12170,99,93,7.66,4.49,6.59,17.366977,78.548616,Sold,2022
P0328,Bengaluru,Karnataka,Electronic City,Villa,2,664,15997752,39994,3,24093,79,40,7.12,6.98,6.36,13.047673,77.648882,Sold,2024
P0329,Delhi,Delhi,Dwarka,Apartment,4,702,6958224,17395,3,9912,50,76,8.37,4.82,6.93,28.615764,77.28073,Sold,2023
P0330,Delhi,Delhi,Dwarka,Villa,4,1427,20911258,52278,3,14654,100,88,6.68,7.41,7.77,28.538983,77.157401,Sold,2022
P0331,Delhi,Delhi,Rohini,Villa,2,600,5743200,14358,3,9572,88,63,7.52,5.66,7.14,28.595748,77.170772,Rented,2022
P0332,Bengaluru,Karnataka,HSR Layout,Villa,2,2738,24455816,61139,3,8932,87,71,8.22,4.2,6.2,12.9184,77.608294,Sold,2025
P0333,Bengaluru,Karnataka,Electronic City,Villa,2,1701,30381561,75953,3,17861,56,36,7.09,6.87,8.4,13.036234,77.525886,Available,2023
P0334,Hyderabad,Telangana,Gachibowli,Plot,0,4676,67049164,167622,3,14339,92,95,7.46,5.56,7.0,17.389867,78.515471,Sold,2023
P0335,Hyderabad,Telangana,Gachibowli,Commercial,5,2164,22609472,56523,3,10448,94,62,7.61,5.44,8.37,17.34619,78.53823,Rented,2022
P0336,Delhi,Delhi,Saket,Plot,0,2069,31554319,78885,3,15251,50,86,7.19,6.37,7.63,28.637503,77.157839,Sold,2023
P0337,Hyderabad,Telangana,Gachibowli,Villa,5,2275,40133275,100333,3,17641,58,59,6.93,6.48,6.64,17.384095,78.465085,Available,2023
P0338,Bengaluru,Karnataka,Whitefield,Apartment,5,1157,20603856,51509,3,17808,89,83,7.62,5.64,6.86,12.944726,77.601468,Sold,2025
P0339,Bengaluru,Karnataka,Whitefield,Plot,0,4039,20506003,51265,3,5077,93,50,6.99,4.41,7.39,12.93835,77.602637,Available,2023
P0340,Delhi,Delhi,Dwarka,Commercial,3,3257,41950160,104875,3,12880,60,38,7.5,6.97,8.13,28.628109,77.160731,Available,2025
P0341,Delhi,Delhi,Rohini,Apartment,1,619,6298325,15745,3,10175,55,61,6.01,4.8,6.3,28.647676,77.286953,Available,2022
P0342,Mumbai,Maharashtra,Andheri,Apartment,2,1208,24034368,60085,3,19896,71,39,7.31,5.12,6.75,19.072615,72.839063,Available,2022
P0343,Bengaluru,Karnataka,Whitefield,Commercial,1,859,21430332,53575,3,24948,53,63,6.33,7.04,6.49,12.971882,77.53717,Rented,2022
P0344,Pune,Maharashtra,Wakad,Plot,0,2777,39352867,98382,3,14171,95,32,6.57,6.79,7.91,18.455474,73.870495,Available,2025
P0345,Hyderabad,Telangana,Gachibowli,Apartment,4,2914,54692866,136732,3,18769,58,31,6.48,6.04,5.82,17.406434,78.445248,Sold,2025
P0346,Delhi,Delhi,Saket,Commercial,1,726,8709096,21772,3,11996,96,33,6.55,5.02,7.42,28.644493,77.227355,Available,2023
P0347,Bengaluru,Karnataka,Electronic City,Commercial,2,1244,8125808,20314,3,6532,64,89,7.93,6.89,7.65,13.044994,77.641697,Sold,2025
P0348,Bengaluru,Karnataka,Electronic City,Commercial,1,3095,45923610,114809,3,14838,55,67,6.12,5.8,5.95,13.040667,77.654965,Sold,2022
P0349,Pune,Maharashtra,Kharadi,Apartment,5,2735,44823915,112059,3,16389,93,90,7.32,6.71,5.82,18.451609,73.838624,Sold,2022
P0350,Bengaluru,Karnataka,Electronic City,Villa,4,1903,38299778,95749,3,20126,95,83,7.93,5.3,6.84,13.040011,77.664027,Rented,2022
P0351,Mumbai,Maharashtra,Bandra,Apartment,3,1144,6548256,16370,3,5724,85,46,6.16,6.39,5.61,19.10122,72.934088,Rented,2024
P0352,Hyderabad,Telangana,Kondapur,Apartment,2,2213,16776753,41941,3,7581,95,36,6.08,7.18,7.51,17.389804,78.518725,Sold,2023
P0353,Delhi,Delhi,Saket,Plot,0,1892,23371876,58429,3,12353,61,79,7.91,5.49,6.51,28.553623,77.167852,Rented,2022
P0354,Mumbai,Maharashtra,Bandra,Plot,0,3136,37384256,93460,3,11921,61,66,7.9,5.38,6.11,19.121983,72.91754,Sold,2022
P0355,Delhi,Delhi,Rohini,Villa,1,1645,35045080,87612,3,21304,80,49,8.44,6.15,6.44,28.650601,77.264786,Rented,2023
P0356,Hyderabad,Telangana,Gachibowli,Apartment,2,2954,46569810,116424,3,15765,50,62,7.52,7.15,8.36,17.35733,78.542459,Sold,2024
P0357,Bengaluru,Karnataka,HSR Layout,Commercial,4,2149,29664796,74161,3,13804,57,59,6.03,6.37,7.77,13.014758,77.605316,Available,2022
P0358,Pune,Maharashtra,Hinjewadi,Commercial,3,2666,40467214,101168,3,15179,74,85,8.1,4.47,7.12,18.494225,73.907998,Sold,2023
P0359,Bengaluru,Karnataka,Whitefield,Apartment,5,2466,38513988,96284,3,15618,80,89,7.96,7.04,6.14,12.94607,77.554495,Available,2022
P0360,Bengaluru,Karnataka,Whitefield,Apartment,2,2115,14413725,36034,3,6815,89,38,7.24,4.18,8.08,12.994012,77.564383,Sold,2025
P0361,Bengaluru,Karnataka,Electronic City,Plot,0,2504,39570712,98926,3,15803,96,69,7.85,5.23,8.24,12.987581,77.674244,Rented,2022
P0362,Hyderabad,Telangana,Madhapur,Plot,0,1248,14902368,37255,3,11941,63,56,6.91,5.27,8.38,17.416345,78.426677,Rented,2022
P0363,Hyderabad,Telangana,Kondapur,Plot,0,1296,11394432,28486,3,8792,77,41,6.46,5.02,7.05,17.4242,78.422948,Rented,2022
P0364,Pune,Maharashtra,Kharadi,Plot,0,1846,31328466,78321,3,16971,90,39,8.32,4.71,6.41,18.493046,73.893853,Available,2025
